sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,length_bp,organism_context
SPLICIFY_NONCDS_ORI_BACTERIAL_COLE1_CL_OR_1bbe05b8,ORI_BACTERIAL_COLE1__CL_ORI_BACTERIAL_171,Cole1,rep_origin,ORI_BACTERIAL,Cole1,ori,silver,unverified,269,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_COLE1_CL_OR_2eca4f9c,ORI_BACTERIAL_COLE1__CL_ORI_BACTERIAL_197,Cole1,rep_origin,ORI_BACTERIAL,Cole1,ori,silver,unverified,420,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_COLI_CL_ORI_4ba21e22,ORI_BACTERIAL_COLI__CL_ORI_BACTERIAL_115,Coli,rep_origin,ORI_BACTERIAL,Coli,ori,silver,unverified,1215,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_CTH_CL_ORI__f06ee075,ORI_BACTERIAL_CTH__CL_ORI_BACTERIAL_158,Cth,rep_origin,ORI_BACTERIAL,Cth,ori,silver,unverified,455,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_DDP2_CL_ORI_dbcf62a3,ORI_BACTERIAL_DDP2__CL_ORI_BACTERIAL_205,Ddp2,rep_origin,ORI_BACTERIAL,Ddp2,ori,silver,unverified,577,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_DERIVED_CL__273c6831,ORI_BACTERIAL_DERIVED__CL_ORI_BACTERIAL_176,Derived,rep_origin,ORI_BACTERIAL,Derived,ori,silver,unverified,380,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_DERIVED_CL__d0d3da37,ORI_BACTERIAL_DERIVED__CL_ORI_BACTERIAL_194,Derived,rep_origin,ORI_BACTERIAL,Derived,ori,silver,unverified,648,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_EPSTEIN_CL__0fe97836,ORI_BACTERIAL_EPSTEIN__CL_ORI_BACTERIAL_168,Epstein,rep_origin,ORI_BACTERIAL,Epstein,ori,silver,unverified,2183,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_F1_CL_ORI_B_8b9c93b0,ORI_BACTERIAL_F1+__CL_ORI_BACTERIAL_156,F1+,rep_origin,ORI_BACTERIAL,F1+,ori,silver,unverified,669,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_FISSION_CL__c9ccb321,ORI_BACTERIAL_FISSION__CL_ORI_BACTERIAL_196,Fission,rep_origin,ORI_BACTERIAL,Fission,ori,silver,unverified,1194,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_MYCOBACTERI_4b03fa47,ORI_BACTERIAL_MYCOBACTERIAL__CL_ORI_BACTERIAL_144,Mycobacterial,rep_origin,ORI_BACTERIAL,Mycobacterial,ori,silver,unverified,1900,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_MYCOBACTERI_c8fd84a7,ORI_BACTERIAL_MYCOBACTERIAL__CL_ORI_BACTERIAL_167,Mycobacterial,rep_origin,ORI_BACTERIAL,Mycobacterial,ori,silver,unverified,1896,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORI6KGAMMA__bf812fbd,ORI_BACTERIAL_ORI6KGAMMA__CL_ORI_BACTERIAL_037,Ori6Kgamma,rep_origin,ORI_BACTERIAL,Ori6Kgamma,ori,silver,unverified,629,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIF1_CL_OR_b9ee0d1f,ORI_BACTERIAL_ORIF1__CL_ORI_BACTERIAL_173,Orif1,rep_origin,ORI_BACTERIAL,Orif1,ori,silver,unverified,458,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIM_CL_ORI_15c92b99,ORI_BACTERIAL_ORIM__CL_ORI_BACTERIAL_132,Orim,rep_origin,ORI_BACTERIAL,Orim,ori,silver,unverified,1355,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIS_CL_ORI_e0ff71e8,ORI_BACTERIAL_ORIS__CL_ORI_BACTERIAL_116,Oris,rep_origin,ORI_BACTERIAL,Oris,ori,silver,unverified,218,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIT_CL_ORI_2386ccbe,ORI_BACTERIAL_ORIT__CL_ORI_BACTERIAL_134,Orit,rep_origin,ORI_BACTERIAL,Orit,ori,silver,unverified,808,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_da1614f2,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_048,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,772,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_c9ebf176,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_049,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,770,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_74a43e51,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_117,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,625,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_dabfcff3,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_191,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,709,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_38ba7e66,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_200,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,712,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORIV_CL_ORI_3e7ee93b,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_203,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,394,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_ORI_PCG1_CL_c509525e,ORI_BACTERIAL_ORI_PCG1__CL_ORI_BACTERIAL_076,Ori Pcg1,rep_origin,ORI_BACTERIAL,Ori_Pcg1,ori,silver,unverified,1458,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_b159d6c6,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_001,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,4071,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_05f6bfe1,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_002,Pbbr1,rep_origin,ORI_BACTERIAL,Pbbr1,ori,silver,unverified,244,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_b23c9ebf,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_004,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,772,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_e25ef85d,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_024,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,1639,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_1f7be724,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_169,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,2642,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PBBR1_CL_OR_19007701,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_189,Pbbr1,rep_origin,ORI_BACTERIAL,Pbbr1,ori,silver,unverified,711,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PHAGE_CL_OR_932f05b3,ORI_BACTERIAL_PHAGE__CL_ORI_BACTERIAL_035,Phage,rep_origin,ORI_BACTERIAL,Phage,ori,silver,unverified,307,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PHAGE_CL_OR_740751b2,ORI_BACTERIAL_PHAGE__CL_ORI_BACTERIAL_036,Phage,rep_origin,ORI_BACTERIAL,Phage,ori,silver,unverified,307,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PLG339_CL_O_166b74a2,ORI_BACTERIAL_PLG339__CL_ORI_BACTERIAL_182,Plg339,rep_origin,ORI_BACTERIAL,Plg339,ori,silver,unverified,2920,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PMB1_CL_ORI_9136c790,ORI_BACTERIAL_PMB1__CL_ORI_BACTERIAL_161,Pmb1,rep_origin,ORI_BACTERIAL,Pmb1,ori,silver,unverified,615,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PMB1_CL_ORI_7dcea726,ORI_BACTERIAL_PMB1__CL_ORI_BACTERIAL_204,Pmb1,rep_origin,ORI_BACTERIAL,Pmb1,ori,silver,unverified,595,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PSA_ORI_CL__596c404d,ORI_BACTERIAL_PSA_ORI__CL_ORI_BACTERIAL_015,Psa-Ori,rep_origin,ORI_BACTERIAL,Psa-Ori,ori,silver,unverified,411,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PSA_ORI_CL__b14148b3,ORI_BACTERIAL_PSA_ORI__CL_ORI_BACTERIAL_198,Psa-Ori,rep_origin,ORI_BACTERIAL,Psa-Ori,ori,silver,unverified,553,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PUC_CL_ORI__e1730af6,ORI_BACTERIAL_PUC__CL_ORI_BACTERIAL_121,Puc,rep_origin,ORI_BACTERIAL,Puc,ori,silver,unverified,674,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PVS1_CL_ORI_bb3b6e8d,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_054,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,2392,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PVS1_CL_ORI_a27ffb43,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_141,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,195,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_PVS1_CL_ORI_1aeef77a,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_160,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,1001,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__710351b9,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_023,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,430,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__5e983c0c,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_041,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,824,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__09d13ef1,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_075,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,389,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__e18d4249,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_110,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,424,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__021002ae,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_112,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,395,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__f8efa5b4,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_131,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,420,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__2bed40e3,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_146,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,392,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__02d70fce,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_148,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,382,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__a09be911,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_154,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,433,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__9a02b650,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_163,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,369,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__055c31a8,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_174,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,410,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__286553f4,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_177,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,412,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__a4430184,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_187,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,260,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__b16e632a,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_195,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,427,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_R6K_CL_ORI__57c89eda,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_199,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,387,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_CL_ORI__f12bb62c,ORI_BACTERIAL_REP__CL_ORI_BACTERIAL_065,Rep,rep_origin,ORI_BACTERIAL,Rep,ori,silver,unverified,615,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_CL_ORI__db1e1fe1,ORI_BACTERIAL_REP__CL_ORI_BACTERIAL_149,Rep,rep_origin,ORI_BACTERIAL,Rep,ori,silver,unverified,649,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__d18f8881,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_003,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,750,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__097a93e7,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_006,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,12748,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__7e4281ec,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_007,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,290,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__19e34b08,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_008,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,500,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__819fe06e,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_026,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,283,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__69838170,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_030,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,673,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__73128157,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_040,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,1464,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__f090a80d,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_042,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,2085,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__502e1831,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_043,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,2106,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__2b339b4f,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_058,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,663,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__9a1ceb6a,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_059,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,921,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__ed1c0a4f,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_064,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,589,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__3c8661b9,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_077,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,774,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__fcbf8a8c,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_078,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,764,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__fb4a9055,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_102,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,1331,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__763b868e,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_103,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,1162,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__53190598,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_113,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,453,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__806399f5,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_122,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,226,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__1fce9201,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_124,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,663,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__dc581b32,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_126,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,792,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__fbad5276,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_127,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,429,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__9588e0e4,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_130,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,136,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__6b141829,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_139,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,1535,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__f7ee8a2d,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_165,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,385,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__6a41052c,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_178,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,486,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__f11f64f5,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_179,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,413,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__3e047035,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_184,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,6149,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__ca65a359,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_185,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,413,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_REP_ORIGIN__bf90b3e0,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_206,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,463,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RIGHT_CL_OR_b6b79602,ORI_BACTERIAL_RIGHT__CL_ORI_BACTERIAL_193,Right,rep_origin,ORI_BACTERIAL,Right,ori,silver,unverified,121,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RK2_CL_ORI__ffa55fef,ORI_BACTERIAL_RK2__CL_ORI_BACTERIAL_136,Rk2,rep_origin,ORI_BACTERIAL,Rk2,ori,silver,unverified,709,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RP4_CL_ORI__29c2649a,ORI_BACTERIAL_RP4__CL_ORI_BACTERIAL_009,Rp4,rep_origin,ORI_BACTERIAL,Rp4,ori,silver,unverified,257,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RP4_CL_ORI__5dc22346,ORI_BACTERIAL_RP4__CL_ORI_BACTERIAL_164,Rp4,rep_origin,ORI_BACTERIAL,Rp4,ori,silver,unverified,112,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RSF1010_CL__32a15116,ORI_BACTERIAL_RSF1010__CL_ORI_BACTERIAL_055,Rsf1010,rep_origin,ORI_BACTERIAL,Rsf1010,ori,silver,unverified,443,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_RSF1010_CL__1342a44f,ORI_BACTERIAL_RSF1010__CL_ORI_BACTERIAL_101,Rsf1010,rep_origin,ORI_BACTERIAL,Rsf1010,ori,silver,unverified,396,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_SBA_000510__f553a9b9,ORI_BACTERIAL_SBA_000510__CL_ORI_BACTERIAL_072,Sba 000510,rep_origin,ORI_BACTERIAL,Sba_000510,ori,silver,unverified,3689,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_SC101_CL_OR_396673dd,ORI_BACTERIAL_SC101*__CL_ORI_BACTERIAL_022,Sc101*,rep_origin,ORI_BACTERIAL,Sc101*,ori,silver,unverified,952,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_SSO_CL_ORI__1645c1de,ORI_BACTERIAL_SSO__CL_ORI_BACTERIAL_111,Sso,rep_origin,ORI_BACTERIAL,Sso,ori,silver,unverified,178,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_BACTERIAL_SV40_CL_ORI_17002f71,ORI_BACTERIAL_SV40__CL_ORI_BACTERIAL_145,Sv40,rep_origin,ORI_BACTERIAL,Sv40,ori,silver,unverified,344,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_COLE1_PUC,ORI_COLE1_PUC,ColE1,rep_origin,ORI_BACTERIAL,ColE1_pUC,ori,silver,unverified,620,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_COLE1_PUC_VAR2,ORI_COLE1_PUC__VAR2,ColE1,rep_origin,ORI_BACTERIAL,Pbr322,ori,silver,unverified,620,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_COLE1_PUC_VAR3,ORI_COLE1_PUC__VAR3,ColE1,rep_origin,ORI_BACTERIAL,Pbr322,ori,gold,auto_verified,620,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_COLE1_PUC_VAR5,ORI_COLE1_PUC__VAR5,ColE1,rep_origin,ORI_BACTERIAL,Pbr322,ori,gold,auto_verified,620,b|a|c|t|e|r|i|a|l
